id,results
2998,5
2999,5
3000,1
3001,7
3002,4
3003,1
3004,0
3005,3
3006,8
3007,4
3008,6
3009,6
3010,6
3011,6
3012,4
3013,5
3014,0
3015,3
3016,5
3017,0
3018,0
3019,3
3020,8
3021,0
3022,7
3023,3
3024,9
3025,6
3026,0
3027,2
3028,8
3029,9
3030,2
3031,5
3032,3
3033,6
3034,0
3035,0
3036,8
3037,9
3038,8
3039,0
3040,2
3041,1
3042,4
3043,7
3044,6
3045,2
3046,5
3047,3
3048,0
3049,8
3050,6
3051,0
3052,7
3053,8
3054,6
3055,9
3056,3
3057,8
3058,0
3059,2
3060,5
3061,4
3062,0
3063,1
3064,9
3065,2
3066,5
3067,3
3068,0
3069,1
3070,1
3071,3
3072,7
3073,9
3074,6
3075,0
3076,8
3077,0
3078,0
3079,3
3080,7
3081,9
3082,7
3083,2
3084,2
3085,6
3086,7
3087,2
3088,1
3089,7
3090,3
3091,6
3092,7
3093,3
3094,8
3095,9
3096,5
3097,6
3098,8
3099,9
3100,4
3101,2
3102,5
3103,4
3104,1
3105,8
3106,1
3107,2
3108,4
3109,2
3110,4
3111,7
3112,5
3113,7
3114,4
3115,8
3116,3
3117,3
3118,3
3119,4
3120,6
3121,8
3122,7
3123,7
3124,7
3125,2
3126,0
3127,8
3128,3
3129,6
3130,9
3131,8
3132,6
3133,4
3134,1
3135,6
3136,1
3137,4
3138,9
3139,0
3140,0
3141,8
3142,4
3143,0
3144,9
3145,2
3146,2
3147,7
3148,9
3149,7
3150,0
3151,2
3152,9
3153,3
3154,9
3155,9
3156,8
3157,5
3158,9
3159,9
3160,9
3161,1
3162,4
3163,8
3164,9
3165,2
3166,0
3167,9
3168,9
3169,9
3170,1
3171,1
3172,1
3173,5
3174,4
3175,7
3176,9
3177,1
3178,3
3179,9
3180,4
3181,1
3182,4
3183,7
3184,6
3185,2
3186,6
3187,8
3188,8
3189,7
3190,6
3191,6
3192,8
3193,0
3194,1
3195,1
3196,3
3197,1
3198,0
3199,6
3200,5
3201,0
3202,2
3203,4
3204,0
3205,9
3206,2
3207,7
3208,0
3209,3
3210,8
3211,7
3212,5
3213,4
3214,9
3215,0
3216,7
3217,3
3218,2
3219,6
3220,7
3221,9
3222,6
3223,4
3224,1
3225,1
3226,1
3227,8
3228,0
3229,8
3230,1
3231,9
3232,2
3233,1
3234,7
3235,9
3236,2
3237,8
3238,0
3239,1
3240,4
3241,7
3242,9
3243,0
3244,5
3245,8
3246,5
3247,9
3248,4
3249,6
3250,4
3251,1
3252,6
3253,5
3254,2
3255,2
3256,4
3257,8
3258,9
3259,5
3260,8
3261,9
3262,0
3263,0
3264,4
3265,1
3266,1
3267,9
3268,2
3269,7
3270,1
3271,8
3272,3
3273,5
3274,1
3275,8
3276,8
3277,9
3278,3
3279,0
3280,5
3281,7
3282,8
3283,9
3284,8
3285,9
3286,1
3287,8
3288,9
3289,2
3290,1
3291,7
3292,7
3293,5
3294,5
3295,2
3296,9
3297,7
3298,7
3299,2
3300,2
3301,5
3302,3
3303,8
3304,5
3305,5
3306,6
3307,7
3308,6
3309,3
3310,9
3311,3
3312,3
3313,9
3314,8
3315,3
3316,1
3317,5
3318,9
3319,6
3320,5
3321,8
3322,9
3323,5
3324,3
3325,0
3326,5
3327,0
3328,3
3329,5
3330,7
3331,6
3332,8
3333,2
3334,9
3335,4
3336,2
3337,6
3338,9
3339,7
3340,3
3341,2
3342,5
3343,7
3344,4
3345,3
3346,9
3347,0
3348,8
3349,1
3350,1
3351,1
3352,8
3353,9
3354,0
3355,2
3356,0
3357,1
3358,1
3359,0
3360,8
3361,7
3362,0
3363,4
3364,9
3365,2
3366,0
3367,4
3368,7
3369,7
3370,3
3371,1
3372,7
3373,1
3374,6
3375,1
3376,1
3377,5
3378,4
3379,2
3380,1
3381,6
3382,8
3383,7
3384,4
3385,5
3386,0
3387,3
3388,3
3389,1
3390,7
3391,4
3392,1
3393,4
3394,2
3395,3
3396,1
3397,7
3398,5
3399,8
3400,6
3401,4
3402,9
3403,9
3404,9
3405,4
3406,1
3407,3
3408,6
3409,3
3410,6
3411,5
3412,3
3413,0
3414,6
3415,2
3416,5
3417,6
3418,0
3419,0
3420,5
3421,3
3422,6
3423,4
3424,1
3425,5
3426,1
3427,8
3428,7
3429,6
3430,6
3431,8
3432,6
3433,8
3434,0
3435,2
3436,8
3437,4
3438,4
3439,1
3440,4
3441,9
3442,8
3443,0
3444,4
3445,8
3446,6
3447,6
3448,1
3449,5
3450,4
3451,9
3452,4
3453,9
3454,7
3455,7
3456,7
3457,4
3458,1
3459,7
3460,8
3461,3
3462,2
3463,9
3464,1
3465,1
3466,3
3467,5
3468,5
3469,6
3470,0
3471,4
3472,3
3473,8
3474,6
3475,1
3476,4
3477,5
3478,1
3479,1
3480,1
3481,4
3482,3
3483,5
3484,1
3485,1
3486,7
3487,8
3488,6
3489,2
3490,8
3491,3
3492,2
3493,6
3494,7
3495,4
3496,1
3497,2
3498,1
3499,0
3500,0
3501,7
3502,0
3503,0
3504,7
3505,8
3506,2
3507,5
3508,4
3509,7
3510,2
3511,0
3512,9
3513,3
3514,8
3515,1
3516,2
3517,3
3518,2
3519,5
3520,6
3521,2
3522,0
3523,3
3524,7
3525,7
3526,8
3527,2
3528,9
3529,6
3530,6
3531,2
3532,7
3533,4
3534,6
3535,0
3536,0
3537,2
3538,1
3539,5
3540,4
3541,2
3542,3
3543,9
3544,6
3545,8
3546,4
3547,0
3548,5
3549,1
3550,3
3551,6
3552,5
3553,6
3554,4
3555,8
3556,4
3557,9
3558,4
3559,1
3560,1
3561,3
3562,4
3563,3
3564,5
3565,5
3566,9
3567,2
3568,7
3569,3
3570,6
3571,6
3572,0
3573,3
3574,3
3575,0
3576,4
3577,5
3578,8
3579,1
3580,8
3581,4
3582,5
3583,6
3584,1
3585,8
3586,1
3587,2
3588,8
3589,5
3590,2
3591,0
3592,0
3593,9
3594,0
3595,5
3596,1
3597,0
3598,6
3599,3
3600,0
3601,7
3602,7
3603,3
3604,4
3605,1
3606,0
3607,2
3608,1
3609,5
3610,3
3611,6
3612,2
3613,4
3614,4
3615,2
3616,2
3617,4
3618,9
3619,1
3620,4
3621,6
3622,0
3623,7
3624,3
3625,2
3626,4
3627,6
3628,6
3629,5
3630,7
3631,9
3632,0
3633,6
3634,9
3635,3
3636,7
3637,7
3638,4
3639,1
3640,8
3641,3
3642,9
3643,8
3644,8
3645,5
3646,1
3647,2
3648,7
3649,9
3650,1
3651,9
3652,0
3653,9
3654,2
3655,1
3656,4
3657,7
3658,9
3659,3
3660,6
3661,4
3662,4
3663,2
3664,7
3665,6
3666,2
3667,5
3668,7
3669,7
3670,8
3671,6
3672,0
3673,6
3674,2
3675,8
3676,1
3677,3
3678,2
3679,4
3680,5
3681,1
3682,4
3683,6
3684,4
3685,0
3686,6
3687,8
3688,0
3689,1
3690,2
3691,0
3692,3
3693,7
3694,4
3695,6
3696,5
3697,6
3698,8
3699,9
3700,9
3701,9
3702,8
3703,6
3704,9
3705,2
3706,1
3707,0
3708,6
3709,9
3710,3
3711,5
3712,3
3713,3
3714,0
3715,1
3716,0
3717,7
3718,2
3719,3
3720,0
3721,6
3722,8
3723,1
3724,9
3725,9
3726,6
3727,2
3728,5
3729,4
3730,9
3731,7
3732,6
3733,5
3734,3
3735,4
3736,4
3737,4
3738,9
3739,0
3740,4
3741,6
3742,4
3743,4
3744,4
3745,0
3746,8
3747,6
3748,4
3749,2
3750,3
3751,9
3752,3
3753,3
3754,4
3755,1
3756,1
3757,8
3758,4
3759,0
3760,0
3761,0
3762,6
3763,1
3764,8
3765,9
3766,7
3767,9
3768,8
3769,0
3770,1
3771,6
3772,1
3773,7
3774,3
3775,3
3776,1
3777,6
3778,0
3779,7
3780,5
3781,3
3782,1
3783,3
3784,8
3785,5
3786,2
3787,8
3788,5
3789,6
3790,9
3791,2
3792,9
3793,4
3794,3
3795,0
3796,5
3797,8
3798,3
3799,5
3800,3
3801,3
3802,9
3803,7
3804,7
3805,8
3806,7
3807,7
3808,3
3809,9
3810,5
3811,7
3812,1
3813,6
3814,3
3815,4
3816,7
3817,1
3818,7
3819,6
3820,6
3821,2
3822,9
3823,9
3824,6
3825,5
3826,2
3827,9
3828,2
3829,3
3830,3
3831,1
3832,2
3833,9
3834,9
3835,5
3836,2
3837,8
3838,2
3839,9
3840,5
3841,9
3842,3
3843,3
3844,4
3845,5
3846,6
3847,5
3848,0
3849,7
3850,5
3851,0
3852,9
3853,5
3854,7
3855,0
3856,8
3857,2
3858,5
3859,8
3860,1
3861,1
3862,7
3863,4
3864,3
3865,9
3866,8
3867,4
3868,0
3869,8
3870,2
3871,6
3872,6
3873,3
3874,0
3875,7
3876,7
3877,6
3878,4
3879,7
3880,0
3881,8
3882,7
3883,6
3884,3
3885,1
3886,4
3887,0
3888,2
3889,9
3890,5
3891,7
3892,9
3893,1
3894,5
3895,1
3896,4
3897,4
3898,0
3899,7
3900,1
3901,3
3902,2
3903,1
3904,7
3905,4
3906,8
3907,4
3908,3
3909,9
3910,5
3911,8
3912,0
3913,8
3914,9
3915,1
3916,0
3917,1
3918,9
3919,5
3920,7
3921,8
3922,0
3923,8
3924,9
3925,4
3926,3
3927,2
3928,4
3929,1
3930,8
3931,1
3932,3
3933,1
3934,0
3935,9
3936,7
3937,0
3938,9
3939,7
3940,9
3941,8
3942,7
3943,3
3944,7
3945,3
3946,4
3947,3
3948,5
3949,7
3950,5
3951,4
3952,8
3953,2
3954,2
3955,0
3956,4
3957,1
3958,4
3959,8
3960,4
3961,1
3962,2
3963,4
3964,6
3965,0
3966,5
3967,9
3968,1
3969,2
3970,5
3971,6
3972,4
3973,4
3974,2
3975,0
3976,7
3977,6
3978,1
3979,4
3980,8
3981,8
3982,7
3983,7
3984,8
3985,9
3986,1
3987,5
3988,0
3989,5
3990,2
3991,3
3992,9
3993,2
3994,5
3995,5
3996,0
3997,2
3998,3
3999,2
4000,3
4001,6
4002,2
4003,8
4004,3
4005,9
4006,3
4007,7
4008,2
4009,4
4010,2
4011,2
4012,1
4013,2
4014,0
4015,8
4016,5
4017,5
4018,4
4019,7
4020,6
4021,7
4022,1
4023,9
4024,1
4025,5
4026,2
4027,8
4028,7
4029,6
4030,5
4031,8
4032,4
4033,2
4034,4
4035,5
4036,4
4037,8
4038,1
4039,3
4040,5
4041,8
4042,4
4043,9
4044,3
4045,2
4046,2
4047,6
4048,7
4049,0
4050,5
4051,4
4052,9
4053,2
4054,4
4055,6
4056,3
4057,0
4058,3
4059,5
4060,4
4061,2
4062,1
4063,5
4064,6
4065,1
4066,3
4067,7
4068,7
4069,3
4070,3
4071,2
4072,4
4073,3
4074,8
4075,1
4076,6
4077,2
4078,2
4079,9
4080,3
4081,6
4082,8
4083,8
4084,9
4085,0
4086,8
4087,5
4088,9
4089,5
4090,0
4091,3
4092,1
4093,1
4094,4
4095,6
4096,2
4097,1
4098,4
4099,7
4100,9
4101,2
4102,0
4103,9
4104,2
4105,7
4106,5
4107,7
4108,1
4109,5
4110,9
4111,0
4112,6
4113,7
4114,6
4115,4
4116,9
4117,0
4118,4
4119,0
4120,6
4121,9
4122,1
4123,0
4124,3
4125,1
4126,4
4127,3
4128,5
4129,3
4130,6
4131,1
4132,2
4133,6
4134,7
4135,7
4136,0
4137,3
4138,0
4139,2
4140,1
4141,6
4142,2
4143,7
4144,3
4145,5
4146,8
4147,1
4148,6
4149,3
4150,6
4151,0
4152,8
4153,2
4154,1
4155,0
4156,9
4157,3
4158,9
4159,2
4160,6
4161,4
4162,5
4163,2
4164,6
4165,0
4166,3
4167,0
4168,4
4169,6
4170,7
4171,5
4172,1
4173,8
4174,9
4175,4
4176,0
4177,5
4178,4
4179,6
4180,2
4181,3
4182,6
4183,9
4184,7
4185,3
4186,3
4187,6
4188,9
4189,5
4190,6
4191,7
4192,8
4193,6
4194,7
4195,6
4196,4
4197,7
4198,7
4199,4
4200,8
4201,4
4202,4
4203,6
4204,8
4205,0
4206,4
4207,5
4208,5
4209,0
4210,9
4211,4
4212,4
4213,3
4214,3
4215,4
4216,4
4217,3
4218,4
4219,2
4220,8
4221,8
4222,1
4223,5
4224,2
4225,5
4226,9
4227,3
4228,2
4229,1
4230,8
4231,0
4232,6
4233,9
4234,2
4235,0
4236,3
4237,2
4238,5
4239,3
4240,5
4241,2
4242,7
4243,9
4244,0
4245,9
4246,0
4247,5
4248,8
4249,1
4250,1
4251,3
4252,5
4253,8
4254,8
4255,4
4256,7
4257,8
4258,6
4259,2
4260,9
4261,8
4262,6
4263,3
4264,4
4265,4
4266,0
4267,7
4268,6
4269,6
4270,0
4271,8
4272,5
4273,5
4274,0
4275,2
4276,6
4277,8
4278,9
4279,4
4280,9
4281,2
4282,3
4283,8
4284,2
4285,5
4286,1
4287,9
4288,0
4289,3
4290,6
4291,0
4292,1
4293,4
4294,4
4295,9
4296,1
4297,2
4298,7
4299,1
4300,6
4301,6
4302,8
4303,1
4304,4
4305,3
4306,8
4307,5
4308,8
4309,3
4310,0
4311,5
4312,1
4313,9
4314,6
4315,4
4316,8
4317,9
4318,1
4319,1
4320,2
4321,7
4322,3
4323,2
4324,8
4325,7
4326,0
4327,3
4328,7
4329,5
4330,0
4331,5
4332,3
4333,0
4334,3
4335,2
4336,6
4337,4
4338,5
4339,3
4340,2
4341,1
4342,5
4343,2
4344,1
4345,6
4346,7
4347,2
4348,6
4349,5
4350,1
4351,3
4352,2
4353,1
4354,7
4355,0
4356,1
4357,6
4358,9
4359,1
4360,0
4361,1
4362,6
4363,2
4364,4
4365,6
4366,1
4367,1
4368,8
4369,4
4370,3
4371,9
4372,7
4373,5
4374,0
4375,3
4376,9
4377,5
4378,7
4379,3
4380,7
4381,3
4382,7
4383,1
4384,5
4385,9
4386,5
4387,6
4388,6
4389,9
4390,8
4391,9
4392,9
4393,0
4394,4
4395,4
4396,0
4397,3
4398,6
4399,5
4400,4
4401,6
4402,4
4403,4
4404,0
4405,3
4406,8
4407,6
4408,1
4409,7
4410,5
4411,2
4412,6
4413,2
4414,0
4415,3
4416,0
4417,7
4418,1
4419,2
4420,0
4421,0
4422,9
4423,9
4424,9
4425,5
4426,5
4427,1
4428,2
4429,5
4430,0
4431,4
4432,7
4433,0
4434,9
4435,4
4436,9
4437,6
4438,1
4439,9
4440,7
4441,7
4442,7
4443,6
4444,9
4445,4
4446,6
4447,9
4448,4
4449,5
4450,6
4451,4
4452,7
4453,8
4454,7
4455,1
4456,2
4457,4
4458,3
4459,4
4460,9
4461,4
4462,1
4463,6
4464,5
4465,7
4466,4
4467,8
4468,4
4469,6
4470,3
4471,5
4472,9
4473,9
4474,8
4475,3
4476,7
4477,6
4478,9
4479,2
4480,6
4481,2
4482,3
4483,9
4484,0
4485,0
4486,7
4487,4
4488,2
4489,2
4490,8
4491,4
4492,6
4493,8
4494,3
4495,8
4496,4
4497,9
4498,9
4499,3
4500,6
4501,9
4502,5
4503,2
4504,1
4505,2
4506,1
4507,1
4508,9
4509,2
4510,6
4511,8
4512,5
4513,1
4514,6
4515,1
4516,1
4517,0
4518,9
4519,5
4520,3
4521,2
4522,8
4523,3
4524,4
4525,7
4526,8
4527,2
4528,4
4529,9
4530,6
4531,3
4532,3
4533,3
4534,0
4535,0
4536,2
4537,5
4538,9
4539,7
4540,8
4541,0
4542,2
4543,0
4544,5
4545,2
4546,7
4547,7
4548,1
4549,8
4550,7
4551,5
4552,7
4553,6
4554,8
4555,6
4556,4
4557,4
4558,6
4559,3
4560,8
4561,3
4562,6
4563,8
4564,3
4565,5
4566,3
4567,1
4568,1
4569,9
4570,2
4571,4
4572,9
4573,5
4574,7
4575,8
4576,0
4577,9
4578,4
4579,6
4580,1
4581,1
4582,5
4583,7
4584,0
4585,2
4586,0
4587,3
4588,8
4589,3
4590,3
4591,9
4592,0
4593,8
4594,1
4595,1
4596,8
4597,6
4598,5
4599,6
4600,4
4601,0
4602,0
4603,8
4604,9
4605,6
4606,1
4607,7
4608,6
4609,2
4610,8
4611,0
4612,2
4613,1
4614,6
4615,6
4616,2
4617,9
4618,7
4619,7
4620,7
4621,2
4622,1
4623,0
4624,0
4625,7
4626,5
4627,0
4628,3
4629,6
4630,7
4631,0
4632,5
4633,3
4634,2
4635,0
4636,3
4637,5
4638,0
4639,9
4640,4
4641,1
4642,8
4643,9
4644,3
4645,3
4646,6
4647,1
4648,4
4649,9
4650,8
4651,2
4652,9
4653,4
4654,4
4655,0
4656,8
4657,8
4658,9
4659,1
4660,2
4661,3
4662,4
4663,8
4664,6
4665,0
4666,2
4667,6
4668,5
4669,9
4670,0
4671,1
4672,0
4673,4
4674,5
4675,1
4676,2
4677,5
4678,3
4679,6
4680,6
4681,3
4682,7
4683,3
4684,7
4685,9
4686,5
4687,4
4688,1
4689,2
4690,2
4691,4
4692,3
4693,5
4694,8
4695,4
4696,1
4697,5
4698,2
4699,1
4700,4
4701,0
4702,5
4703,9
4704,7
4705,9
4706,4
4707,6
4708,0
4709,9
4710,6
4711,8
4712,2
4713,8
4714,7
4715,1
4716,7
4717,2
4718,2
4719,1
4720,3
4721,8
4722,6
4723,3
4724,0
4725,4
4726,1
4727,4
4728,4
4729,2
4730,3
4731,8
4732,1
4733,3
4734,2
4735,6
4736,2
4737,0
4738,9
4739,1
4740,0
4741,7
4742,7
4743,7
4744,6
4745,0
4746,9
4747,1
4748,0
4749,7
4750,9
4751,1
4752,8
4753,8
4754,3
4755,4
4756,0
4757,7
4758,4
4759,7
4760,3
4761,5
4762,7
4763,2
4764,5
4765,7
4766,0
4767,1
4768,2
4769,2
4770,6
4771,5
4772,0
4773,9
4774,3
4775,9
4776,1
4777,3
4778,5
4779,6
4780,0
4781,2
4782,6
4783,0
4784,7
4785,3
4786,1
4787,4
4788,5
4789,1
4790,2
4791,0
4792,6
4793,7
4794,1
4795,3
4796,8
4797,2
4798,1
4799,8
4800,2
4801,9
4802,7
4803,8
4804,8
4805,4
4806,8
4807,3
4808,0
4809,2
4810,8
4811,9
4812,9
4813,0
4814,1
4815,5
4816,2
4817,9
4818,4
4819,3
4820,0
4821,0
4822,8
4823,3
4824,6
4825,9
4826,2
4827,1
4828,4
4829,3
4830,3
4831,0
4832,8
4833,5
4834,1
4835,1
4836,8
4837,0
4838,8
4839,6
4840,5
4841,5
4842,8
4843,6
4844,2
4845,9
4846,8
4847,1
4848,8
4849,8
4850,3
4851,4
4852,0
4853,7
4854,2
4855,4
4856,9
4857,7
4858,3
4859,6
4860,4
4861,4
4862,3
4863,8
4864,4
4865,1
4866,7
4867,3
4868,0
4869,3
4870,6
4871,6
4872,3
4873,9
4874,4
4875,5
4876,1
4877,7
4878,8
4879,7
4880,4
4881,0
4882,3
4883,9
4884,3
4885,3
4886,0
4887,4
4888,8
4889,0
4890,4
4891,6
4892,6
4893,6
4894,9
4895,6
4896,5
4897,4
4898,8
4899,4
4900,5
4901,1
4902,6
4903,6
4904,4
4905,6
4906,5
4907,7
4908,7
4909,3
4910,9
4911,0
4912,1
4913,3
4914,8
4915,5
4916,9
4917,2
4918,4
4919,3
4920,3
4921,9
4922,5
4923,5
4924,3
4925,4
4926,8
4927,7
4928,7
4929,3
4930,6
4931,6
4932,7
4933,6
4934,7
4935,8
4936,5
4937,8
4938,2
4939,9
4940,4
4941,1
4942,3
4943,6
4944,3
4945,3
4946,0
4947,7
4948,6
4949,9
4950,5
4951,7
4952,1
4953,9
4954,9
4955,8
4956,7
4957,1
4958,2
4959,6
4960,5
4961,5
4962,8
4963,8
4964,2
4965,1
4966,7
4967,4
4968,9
4969,2
4970,8
4971,9
4972,5
4973,1
4974,6
4975,1
4976,9
4977,8
4978,7
4979,0
4980,8
4981,0
4982,2
4983,4
4984,2
4985,7
4986,6
4987,5
4988,4
4989,5
4990,4
4991,2
4992,9
4993,9
4994,0
4995,0
4996,2
4997,5
4998,7
4999,3
5000,6
5001,1
5002,8
5003,1
5004,4
5005,2
5006,0
5007,4
5008,6
5009,0
5010,8
5011,1
5012,6
5013,3
5014,2
5015,5
5016,3
5017,4
5018,8
5019,8
5020,7
5021,6
5022,0
5023,1
5024,1
5025,2
5026,8
5027,9
5028,8
5029,6
5030,8
5031,5
5032,0
5033,1
5034,1
5035,7
5036,0
5037,0
5038,4
5039,1
5040,1
5041,1
5042,7
5043,5
5044,5
5045,0
5046,3
5047,5
5048,8
5049,7
5050,2
5051,4
5052,2
5053,2
5054,7
5055,3
5056,9
5057,4
5058,9
5059,0
5060,9
5061,2
5062,6
5063,4
5064,9
5065,8
5066,7
5067,6
5068,7
5069,6
5070,5
5071,5
5072,3
5073,3
5074,8
5075,7
5076,9
5077,7
5078,1
5079,1
5080,8
5081,5
5082,1
5083,7
5084,2
5085,9
5086,7
5087,5
5088,2
5089,9
5090,1
5091,1
5092,1
5093,7
5094,9
5095,9
5096,5
5097,0
5098,6
5099,4
5100,0
5101,3
5102,6
5103,3
5104,0
5105,5
5106,0
5107,6
5108,1
5109,8
5110,1
5111,3
5112,8
5113,1
5114,0
5115,8
5116,4
5117,8
5118,5
5119,1
5120,1
5121,7
5122,4
5123,0
5124,1
5125,5
5126,0
5127,4
5128,4
5129,8
5130,6
5131,7
5132,6
5133,2
5134,7
5135,3
5136,8
5137,6
5138,7
5139,5
5140,2
5141,3
5142,2
5143,1
5144,3
5145,8
5146,2
5147,0
5148,3
5149,9
5150,8
5151,5
5152,2
5153,4
5154,3
5155,9
5156,0
5157,7
5158,1
5159,2
5160,9
5161,7
5162,4
5163,6
5164,4
5165,7
5166,1
5167,8
5168,7
5169,0
5170,1
5171,7
5172,7
5173,5
5174,6
5175,3
5176,8
5177,2
5178,5
5179,2
5180,4
5181,1
5182,2
5183,1
5184,6
5185,0
5186,6
5187,6
5188,6
5189,3
5190,1
5191,7
5192,6
5193,1
5194,5
5195,2
5196,1
5197,6
5198,3
5199,7
5200,9
5201,4
5202,1
5203,7
5204,7
5205,6
5206,8
5207,6
5208,7
5209,1
5210,1
5211,3
5212,2
5213,6
5214,6
5215,6
5216,6
5217,2
5218,9
5219,3
5220,0
5221,6
5222,1
5223,3
5224,1
5225,2
5226,3
5227,8
5228,3
5229,9
5230,6
5231,6
5232,7
5233,2
5234,2
5235,2
5236,5
5237,1
5238,7
5239,7
5240,1
5241,0
5242,5
5243,8
5244,3
5245,1
5246,9
5247,2
5248,9
5249,8
5250,4
5251,3
5252,4
5253,7
5254,2
5255,7
5256,0
5257,6
5258,6
5259,8
5260,1
5261,3
5262,4
5263,3
5264,5
5265,1
5266,2
5267,7
5268,2
5269,1
5270,4
5271,8
5272,6
5273,5
5274,6
5275,2
5276,4
5277,8
5278,5
5279,3
5280,7
5281,4
5282,5
5283,7
5284,9
5285,4
5286,2
5287,2
5288,0
5289,6
5290,5
5291,1
5292,7
5293,2
5294,3
5295,7
5296,6
5297,9
5298,7
5299,4
5300,0
5301,6
5302,4
5303,3
5304,6
5305,4
5306,2
5307,4
5308,6
5309,3
5310,9
5311,8
5312,5
5313,5
5314,4
5315,1
5316,1
5317,7
5318,1
5319,8
5320,4
5321,2
5322,5
5323,2
5324,0
5325,5
5326,7
5327,8
5328,1
5329,7
5330,9
5331,9
5332,3
5333,1
5334,7
5335,4
5336,4
5337,6
5338,9
5339,3
5340,0
5341,0
5342,6
5343,5
5344,5
5345,2
5346,1
5347,2
5348,3
5349,4
5350,9
5351,4
5352,2
5353,1
5354,4
5355,1
5356,0
5357,4
5358,5
5359,2
5360,6
5361,5
5362,8
5363,6
5364,6
5365,9
5366,9
5367,9
5368,1
5369,5
5370,7
5371,1
5372,6
5373,6
5374,2
5375,1
5376,7
5377,4
5378,5
5379,7
5380,8
5381,3
5382,6
5383,1
5384,6
5385,1
5386,2
5387,8
5388,4
5389,0
5390,5
5391,1
5392,2
5393,1
5394,4
5395,0
5396,8
5397,6
5398,3
5399,4
5400,7
5401,3
5402,8
5403,0
5404,2
5405,6
5406,1
5407,6
5408,0
5409,7
5410,5
5411,2
5412,4
5413,3
5414,3
5415,4
5416,6
5417,5
5418,6
5419,3
5420,4
5421,9
5422,2
5423,1
5424,2
5425,9
5426,5
5427,8
5428,3
5429,6
5430,5
5431,6
5432,8
5433,0
5434,6
5435,0
5436,8
5437,7
5438,4
5439,5
5440,4
5441,3
5442,8
5443,8
5444,0
5445,0
5446,2
5447,4
5448,1
5449,2
5450,1
5451,1
5452,2
5453,5
5454,9
5455,3
5456,8
5457,2
5458,9
5459,9
5460,8
5461,9
5462,9
5463,8
5464,3
5465,8
5466,4
5467,4
5468,1
5469,5
5470,1
5471,0
5472,1
5473,6
5474,0
5475,7
5476,9
5477,1
5478,8
5479,2
5480,8
5481,1
5482,9
5483,2
5484,9
5485,5
5486,2
5487,5
5488,9
5489,8
5490,3
5491,9
5492,6
5493,3
5494,7
5495,1
5496,5
5497,4
5498,9
5499,5
5500,7
5501,6
5502,6
5503,9
5504,4
5505,6
5506,3
5507,4
5508,1
5509,2
5510,0
5511,8
5512,4
5513,0
5514,2
5515,3
5516,6
5517,6
5518,6
5519,0
5520,4
5521,3
5522,9
5523,9
5524,5
5525,4
5526,7
5527,9
5528,8
5529,1
5530,8
5531,1
5532,7
5533,5
5534,3
5535,7
5536,2
5537,5
5538,1
5539,1
5540,5
5541,1
5542,5
5543,4
5544,3
5545,0
5546,1
5547,0
5548,3
5549,7
5550,1
5551,1
5552,4
5553,1
5554,7
5555,1
5556,1
5557,6
5558,8
5559,1
5560,8
5561,3
5562,6
5563,9
5564,5
5565,4
5566,2
5567,1
5568,0
5569,8
5570,1
5571,1
5572,6
5573,9
5574,6
5575,3
5576,1
5577,4
5578,0
5579,9
5580,6
5581,0
5582,2
5583,7
5584,7
5585,1
5586,2
5587,0
5588,3
5589,8
5590,2
5591,4
5592,4
5593,7
5594,2
5595,8
5596,7
5597,8
5598,1
5599,1
5600,1
5601,9
5602,2
5603,2
5604,1
5605,0
5606,6
5607,1
5608,5
5609,9
5610,9
5611,1
5612,9
5613,8
5614,3
5615,3
5616,6
5617,0
5618,2
5619,1
5620,5
5621,7
5622,1
5623,8
5624,8
5625,5
5626,8
5627,3
5628,1
5629,1
5630,3
5631,1
5632,6
5633,2
5634,3
5635,2
5636,8
5637,8
5638,6
5639,7
5640,6
5641,5
5642,6
5643,5
5644,1
5645,2
5646,3
5647,6
5648,9
5649,1
5650,2
5651,7
5652,8
5653,5
5654,2
5655,1
5656,4
5657,9
5658,8
5659,8
5660,3
5661,6
5662,4
5663,4
5664,7
5665,3
5666,4
5667,2
5668,9
5669,6
5670,5
5671,3
5672,1
5673,0
5674,1
5675,2
5676,6
5677,2
5678,7
5679,0
5680,5
5681,4
5682,5
5683,6
5684,2
5685,1
5686,6
5687,2
5688,7
5689,6
5690,4
5691,4
5692,9
5693,0
5694,4
5695,5
5696,4
5697,4
5698,0
5699,1
5700,2
5701,7
5702,5
5703,1
5704,6
5705,7
5706,5
5707,6
5708,1
5709,9
5710,9
5711,4
5712,5
5713,8
5714,6
5715,3
5716,0
5717,0
5718,9
5719,0
5720,5
5721,7
5722,1
5723,8
5724,0
5725,8
5726,0
5727,0
5728,4
5729,0
5730,5
5731,2
5732,0
5733,2
5734,6
5735,2
5736,2
5737,5
5738,3
5739,2
5740,5
5741,4
5742,0
5743,4
5744,6
5745,3
5746,1
5747,0
5748,4
5749,7
5750,6
5751,2
5752,3
5753,9
5754,3
5755,7
5756,8
5757,1
5758,0
5759,5
5760,1
5761,3
5762,8
5763,7
5764,9
5765,5
5766,6
5767,7
5768,0
5769,0
5770,9
5771,6
5772,7
5773,7
5774,9
5775,3
5776,0
5777,8
5778,7
5779,2
5780,9
5781,1
5782,1
5783,6
5784,6
5785,6
5786,7
5787,4
5788,3
5789,9
5790,7
5791,6
5792,1
5793,6
5794,6
5795,8
5796,9
